GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
CYTH1	-1.532624	1.532624	6.695413	-6.605019	0.000128395	0.001276636	5.888086	16.57954	16.618026	9.015597	50.876868	46.593177	39.881327	47.998893	39.534203
C8orf88	1.53259264910924	1.53259264910924	2.0047539801233	6.88015226147396	9.54E-05	0.001038064348002	3.295005	3.171621	3.985442	4.832506	0.105015	0.051412	0.120584	0	0
MAN1A2	1.532314	1.532314	5.129423	3.825658	0.004510934	0.01648065	10.912647	37.243004	21.170746	14.820964	6.846392	3.990076	2.366976	2.547772	6.470076
KLHL5	1.531845	1.531845	2.884705	8.833612	1.45E-05	0.000308014	4.957525	9.415748	6.607827	5.470924	0.323169	0.986096	0.415997	0.424014	0.561425
TAP1	1.5313	1.5313	1.899784	6.878888	9.55E-05	0.001038393	1.585256	3.170137	7.013284	4.521194	0.011796	0.011785	0.05326	0	0
INAFM1	1.531028	1.531028	1.896644	7.620388	4.47E-05	0.0006256045	2.035804	2.833107	13.00656	2.347602	0.000468	0.013213	0.000546	0.003162	0.00112
ASAP1	-1.53045752911669	1.53045752911669	5.70438838419149	-3.65610134805385	0.00580641794043	0.019982218147679	6.339711	18.717143	12.029592	2.664871	21.641131	32.934788	25.524927	33.221337	35.34787
CHAF1B	-1.530405	1.530405	5.217817	-6.273207	0.0001859412	0.00162465868901	7.398047	8.38588	6.300222	3.521146	23.497756	22.28806	22.353356	23.423063	22.475907
MGLL	-1.52963	1.52963	2.370212	-7.280744	6.28E-05	0.0007795573	0.132481	0.527576	0.85627	0.272073	2.034289	1.989317	3.275318	3.596893	2.958375
LEMD1	-1.529617	1.529617	2.521421	-6.837665	9.98E-05	0.001074675	0.125693	0.317176	0	0.816961	7.076594	1.568327	1.915288	3.253657	2.573457
FRY	1.529425	1.529425	2.487869	5.007869	0.0008696694	0.00487999	2.052963	10.001818	6.217818	2.162041	0	0.006247	0.006277	0	0
PIK3CD	-1.528707	1.528707	2.094767	-9.197203	1.06E-05	0.0002588304	0.127218	0.321741	0.473646	0.410972	2.676644	2.046206	2.743737	3.182343	2.711956
BYSL	-1.52852382860392	1.52852382860392	5.89450939732954	-9.64088439060735	7.32E-06	0.000212849808938	6.721592	7.486933	13.708696	8.938744	34.47628	34.807619	31.510885	38.955261	32.062382
FAM132B	-1.52649	1.52649	2.167351	-5.715715	0.0003573151	0.0026182	0.803643	0.134483	0.43099	0.50075	2.40353	2.081586	3.619319	3.763956	3.41684
KCNH4	-1.52607	1.52607	1.597206	-7.344388	5.89E-05	0.0007471997	0.119852	0	0.098611	0	2.12389	1.39618	2.365833	2.016844	1.448089
WNT9A	-1.526003	1.526003	1.75992	-8.095295	2.83E-05	0.0004639409	0.454676	0	0.279076	0	1.952643	2.858768	1.787955	2.740359	1.82557
ZBTB37	1.525651	1.525651	3.968376	6.31433	0.0001774715	0.00157016	6.612186	15.455271	11.57513	9.889148	2.74631	0.955606	1.925236	0.860164	1.992995
FBXL14	1.525135	1.525135	2.597332	5.068822	0.0008033156	0.004601369	4.909479	3.022818	5.7148	7.271934	0.572391	0.418655	0.44195	0.05623	0.04724
ZNF653	-1.524915	1.524915	3.434225	-6.669209	0.0001196998	0.001214783	1.443861	1.059981	2.235668	2.114826	5.545436	7.117558	5.771464	10.331119	6.966147
TBC1D3L	-1.524892	1.524892	1.500392	-17.51105	5.79E-08	3.85E-05	0	0	0	0	2.728484	1.859224	1.247124	1.675096	1.608192
USP39	-1.524802	1.524802	7.542095	-9.417473	8.79E-06	0.0002325384	17.15814	21.368634	20.971373	19.879679	75.878442	74.581531	83.225052	83.83989	77.91526
GALNT18	1.524175	1.524175	2.030108	9.858797	6.14E-06	0.0001907678	2.557409	3.732313	5.94566	4.241597	0.074337	0.072565	0.078134	0.094485	0.019735
PCDHA4	1.524171	1.524171	2.381764	3.891686	0.004092909	0.01528396	2.141678	3.602321	2.245012	9.493152	0.075427	0.1449	0.049643	0.030683	0.088812
RAB4B	-1.524014	1.524014	2.241596	-5.330942	0.0005744837	0.003661725	0	0	2.781938	0	2.808752	3.430904	2.099207	2.211198	2.153795
LDOC1	1.522424	1.522424	2.432881	3.18815	0.01187688	0.03434304	2.897318	14.592692	14.991298	0.837316	0.033878	0.133127	0.233872	0.069637	0.32204
SUN3	-1.521202	1.521202	1.495416	-6.885396	9.49E-05	0.001034806	0	0	0	0	1.763823	1.076376	1.56993	2.449128	2.010662
MAP2K7	-1.520814	1.520814	4.75704	-5.921515	0.0002794482	0.002170419	2.693269	3.859151	10.516561	3.17312	15.570278	15.466612	14.267041	22.29374	13.691099
LRRC58	1.520767	1.520767	4.747092	2.897058	0.01875682	0.04876216	15.034574	32.963051	21.36779	7.867299	5.984442	4.159947	0.846714	2.865374	6.386848
GINS3	-1.51986	1.51986	5.137594	-4.75966	0.001208144	0.006212745	7.633761	3.413504	4.49193	9.216004	19.790129	22.59431	23.647754	24.185477	22.873711
F12	-1.519206	1.519206	2.161264	-5.34571	0.0005638966	0.003620276	0	0.119405	0.430797	1.278894	2.826642	2.187192	2.355571	4.443203	3.163034
CDON	1.519164	1.519164	5.582808	2.96712	0.01679189	0.044841178824983	7.946261	76.465716	65.637347	11.405937	5.597606	7.832289	4.975646	6.309415	4.119831
IAH1	1.518818	1.518818	4.869295	5.136032	0.0007364569	0.004326753	12.487222	12.101783	15.791032	33.233288	3.399731	3.673556	2.946237	4.445394	3.3505
DESI2	1.514695	1.514695	5.624624	6.954554	8.81E-05	0.0009800313	20.921271	27.119205	22.644349	36.144739	5.707454	9.054234	6.564674	5.545325	4.574671
FAM105A	-1.514412	1.514412	2.593504	-4.478103	0.00177332	0.00828393	1.254255	0.090678	0.066617	2.174395	4.612339	4.438075	4.298863	4.201125	4.482864
FAM49A	1.514075	1.514075	1.76862	4.590533	0.001519249	0.007371031	3.55379	2.222523	2.140404	5.355858	0	0.019684	0.054524	0.025501	0.031744
TMEM263	1.513621	1.513621	4.959982	5.937596	0.0002741963	0.002148441	17.524899	25.176542	17.170446	14.527448	5.332177	1.929727	2.701422	5.430767	4.243177
PLAGL2	-1.512895	1.512895	4.585061	-3.791691	0.004743466	0.01715466	2.958298	6.982412	6.839841	1.067835	12.701995	11.936642	14.17487	12.377866	14.451951
KIAA1549L	-1.512825	1.512825	2.69303	-6.833435	0.0001002584	0.001075861	0.160133	2.217635	1.604227	0.4542	4.145852	4.045235	4.566066	4.059545	4.129211
KCNG3	-1.511933	1.511933	1.732209	-8.837166	1.44E-05	0.0003078908	0.070073	0.084763	0.050165	0.298682	2.697847	1.890714	2.426878	1.386708	2.392693
SMC6	-1.511679	1.511679	6.19392	-6.491804	0.0001454709	0.001377205	8.213183	16.7278	8.606351	6.386925	36.610855	34.283854	38.773145	35.208987	37.342548
PLSCR1	1.511533	1.511533	1.901893	11.91785	1.35E-06	8.82E-05	2.010494	5.201777	5.501709	2.849434	0	0	0.025722	0.021533	0.028178
TLN1	1.511421	1.511421	4.714037	10.00457	5.47E-06	0.0001819288	15.709728	20.404804	28.345585	11.231894	3.285796	3.638397	3.727626	3.362676	3.216657
JAGN1	-1.510759	1.510759	6.301152	-8.422347	2.09E-05	0.0003865151	8.476844	8.920171	14.354262	9.971149	40.483447	39.805594	34.956018	49.540353	34.712822
B3GALT2	1.50980167673914	1.50980167673914	2.28776781582709	5.5329792931966	0.000446576415309	0.003054620837503	1.589764	6.151344	3.019551	5.533823	0	0.090886	0.042319	0.029373	0.030187
KRT17	-1.506859	1.506859	1.561778	-3.663108	0.005745718	0.01981239	0	0	0.128003	0	0.651084	0.536627	2.29951	3.275099	2.818144
PTP4A3	-1.504946	1.504946	5.371303	-4.050401	0.003247854	0.01284587	2.156457	3.588458	14.046141	3.84962	17.665858	15.993743	19.687992	22.128066	11.174387
C3orf67	-1.5038659499878	1.5038659499878	1.77358460390666	-6.47996369826097	0.000147396015431	0.001389124776982	0.087752	0.21947	0	0	1.745708	1.633617	2.96859	1.171457	2.107449
PHLDB2	-1.502844	1.502844	2.73862	-7.693404	4.16E-05	0.0006004986	1.394135	0.92093	0.923616	0.911421	5.741993	3.9381	5.26421	4.115761	4.781844
KCNAB2	-1.502466	1.502466	3.047208	-6.806377	0.0001032073	0.001092579	0.55271	1.476726	3.013772	0.56476	5.955154	3.924107	5.028252	4.715446	5.200003
TMEM201	-1.5024	1.5024	5.208477	-5.448865	0.000495607	0.003274174	3.57652	5.91768	13.732882	3.47968	16.020014	21.645684	19.670117	23.787378	20.720404
CBX2	-1.50155	1.50155	5.812846	-3.250645	0.01077847	0.031882853833635	12.731657	3.372395	4.917045	20.468061	31.855283	31.886649	32.622681	40.571049	32.514502
ZPR1	1.500986	1.500986	5.469289	7.994357	3.11E-05	0.0004902582	16.14399	29.260782	22.925516	37.841236	5.567433	5.827261	6.175891	6.676493	5.463223
EFCAB10	-1.500272	1.500272	3.469557	-4.527081	0.001657416	0.007861718	1.766575	3.766117	2.787768	0.618163	8.147292	4.504423	9.160494	7.361285	7.195086
CXCR4	1.500015	1.500015	5.323564	5.709376	0.0003600625	0.002628523	21.692341	17.6108	18.902209	37.343563	3.782662	2.692358	6.31461	6.099744	6.995709
NT5C1B-RDH14	-1.499949	1.499949	1.591476	-8.778849	1.52E-05	0.0003202187	0	0	0	0	1.509597	2.768767	2.071698	1.153959	1.321135
RPS29	1.499885	1.499885	10.41086	2.993939	0.01609714	0.04336923	296.01176	95.561229	589.7324	1067.193081	171.021777	60.770502	66.048321	142.679493	114.408991
RGS2	1.49961	1.49961	3.425496	4.024023	0.003374278	0.01319639	5.02603	7.597788	4.363816	16.957642	1.397272	0.779501	0.833852	0.929245	1.032831
PGAM2	1.499274	1.499274	2.275316	5.316626	0.0005849541	0.003711482	1.75757	2.55966	6.586863	6.577589	0.003294	0.001783	0.116598	0.011887	0.058287
PLEKHA3	1.498033	1.498033	3.423564	8.316432	2.30E-05	0.0004054831	6.463518	12.74064	10.214113	5.225005	1.201169	0.895624	0.972988	0.744833	1.100557
SLC1A5	-1.49757	1.49757	6.276214	-4.673704	0.001356645	0.006787544	11.763305	5.787137	19.842007	12.760096	37.420201	35.319294	35.155113	60.649567	49.447394
CHST9	1.497369	1.497369	1.716333	3.070973	0.01426225	0.039488886701279	3.728001	1.301894	0.929115	7.533807	0	0	0.004056	0	0
GDPD5	-1.496702	1.496702	3.546465	-4.99427	0.0008852708	0.004944047	0.793372	1.305091	3.648428	0.691647	7.098246	4.008056	5.237034	6.127498	5.386191
ORAI3	1.495713	1.495713	1.779092	4.63024	0.00143914	0.007071907	2.413422	1.766623	3.507326	5.704771	0	0	0	0	0.0224
DNAJC14	1.495498	1.495498	4.423987	3.187597	0.0118871	0.03435819	11.260931	11.711517	14.712881	19.425259	3.017245	8.60819	4.224568	1.920713	0.345661
CAP2	1.49526870030716	1.49526870030716	2.28562599956424	9.32853903715285	9.47E-06	0.000241892815127	3.807332	5.259068	4.017602	4.278416	0.183061	0.083164	0.212812	0.08449	0.148921
ACBD7	-1.4951176325538	1.4951176325538	4.40115041683343	-5.07657733997029	0.000795274940373	0.004568105781815	2.829396	5.024779	2.745595	3.267619	15.205777	6.672528	13.078355	10.901589	23.561007
RILPL2	1.494094	1.494094	2.359105	6.436552	0.000154697	0.001429583	4.068233	5.141125	5.342401	6.390905	0.372959	0.340968	0.233841	0.272618	0.440139
GLTSCR1	-1.493081	1.493081	2.784841	-5.285332	0.0006085713	0.003810544	0.29008	1.9916	3.691564	0.34282	4.837893	4.335843	4.006407	6.451848	3.96014
MEGF10	1.492501	1.492501	2.055291	6.11633	0.0002225636	0.001846079	2.124702	3.44319	3.023949	5.232118	0	0	0.012102	0	0.013014
RPE65	-1.492046	1.492046	1.715218	-6.060091	0.0002375596	0.001935717	0.362322	0	0.056534	0	2.268194	0.910463	2.287307	2.00232	2.418246
TPD52L1	1.492007	1.492007	1.857127	9.40858	8.86E-06	0.0002330863	3.117502	3.066108	3.631664	3.343428	0	0	0	0	0.020205
HMHA1	-1.491528	1.491528	2.437296	-9.376346	9.10E-06	0.0002362611	0.442775	0.5439	0.976456	0.33738	3.00988	2.553092	2.934634	3.59481	3.03177
ANKRD10	1.4912909601766	1.4912909601766	6.60699939730053	9.17029767660735	1.08E-05	0.000262761026174	28.37184	46.750457	40.94863	62.356927	11.995605	9.883507	11.188955	10.568999	12.707642
TBC1D15	-1.491035	1.491035	5.355401	-3.574311	0.006567346	0.02196105	3.78024	13.838317	8.29243	2.959093	14.180515	30.22253	29.30692	12.22078	29.701839
HPRT1	-1.491007	1.491007	6.456109	-3.160599	0.01239761	0.03544965	4.226745	26.144455	29.712423	4.526	43.87421	38.885666	43.929848	34.284126	46.596344
WDR3	1.490922	1.490922	5.790462	11.01859	2.54E-06	0.0001241055	18.349422	37.175411	31.850918	36.976948	6.763719	7.130871	7.426255	6.98602	7.421836
ADAMTS16	1.49085074513261	1.49085074513261	1.40329813514325	4.22110285464471	0.002542847612248	0.010767691641081	2.283546	1.47511	2.529508	4.91308	0.010235	0.004616	0	0.012979	0.006887
IGSF3	1.490302	1.490302	2.267221	6.763355	0.0001080943	0.001127777	3.316186	3.808544	4.280446	5.908055	0.084814	0.135635	0.168047	0.151936	0.118933
POMK	1.490031	1.490031	4.665835	5.634861	0.0003941484	0.002798044	15.27534	12.488278	17.856583	17.773704	3.997354	3.688361	4.878827	1.923825	2.206404
CORO1A	-1.489954	1.489954	2.995657	-5.953068	0.0002692451	0.002123413606883	1.257892	0.540704	1.442634	1.890482	5.40523	4.439078	4.111753	7.546208	6.088404
UPK3BL	-1.489148	1.489148	3.499252	-6.962226	8.74E-05	0.0009748855	2.022861	1.264184	4.539934	1.210156	10.674728	7.715018	5.996811	7.367565	6.876601
EML1	1.488312	1.488312	4.866566	6.885438	9.48E-05	0.001034806	8.582539	21.841739	28.255082	12.923571	3.893186	2.834476	3.144421	3.139688	3.093392
TPRN	-1.488297	1.488297	4.392455	-6.29346	0.0001817157	0.001596619	1.981912	2.075446	6.1234	4.362753	13.385979	10.989295	9.857449	17.194251	11.556188
HOXC10	-1.4871	1.4871	1.648252	-6.548193	0.0001366735	0.001325396	0	0.072534	0	0.089697	1.180363	1.646411	1.69666	2.955595	1.587067
ZNF135	1.487094	1.487094	2.348792	5.86998	0.0002970337	0.002278515	2.762492	2.956784	2.873522	6.051613	0.007863	0	0	0	0.009521
ABCG4	-1.48629350558319	1.48629350558319	2.28962610796466	-9.04913203663283	1.20E-05	0.000276050799327	0.159558	0	0.313644	0.164851	2.129931	1.598319	2.443071	1.893792	1.943836
NXPH4	-1.48612	1.48612	3.980486	-5.224779	0.0006572694	0.004009982	1.042756	4.135423	5.007909	1.289629	8.072441	8.288519	7.90694	12.005997	8.353531
GPR161	1.486059	1.486059	3.284008	4.10073	0.003020456	0.01225817	10.291548	5.315879	5.851654	14.231421	0.901777	1.17409	1.120054	1.164825	1.25178
UNC80	-1.485294	1.485294	3.674119	-4.084067	0.003093798	0.01244968	0.210989	4.547461	3.371101	0.713701	8.672028	6.373119	6.787192	6.096564	5.060234
AKAP13	-1.48525468105335	1.48525468105335	6.36910815107669	-6.9956042426427	8.44E-05	0.000950645423347	8.889287	13.674261	11.759372	8.321745	28.842683	41.639924	44.191431	44.387882	39.156127
CNFN	-1.484676	1.484676	1.97833	-5.947885	0.0002708926	0.00213212552442	1.044159	0	0.91567	0	3.977926	2.337719	1.72931	3.429929	2.34832
TCF19	-1.484126	1.484126	4.626581	-6.04108	0.000242876	0.001966795	4.100527	3.141346	3.35218	6.417077	14.390025	15.182009	15.545049	16.590215	16.933139
FAM65B	1.48411	1.48411	1.816934	3.908235	0.003994735	0.01498861	2.706757	2.498839	1.536023	6.467571	0.02683	0.009744	0.01171	0.032855	0
AK4	1.48389508453497	1.48389508453497	3.29489342546997	5.72647384846446	0.000352703867815	0.002596922755203	4.444129	14.968828	13.486613	3.920487	0.663919	1.01511	0.991869	0.536836	0.820867
PLCH2	-1.483798	1.483798	5.019534	-4.014808	0.003419678	0.01331397	0.897048	6.068603	10.922849	2.920851	12.658781	10.770856	13.409066	18.442933	15.432949
EOGT	-1.482636	1.482636	4.171601	-5.056191	0.000816601	0.004656552	0.828073	5.706402	4.035285	1.536737	13.773721	7.930472	9.243654	8.657123	9.163119
GDAP1L1	-1.48242	1.48242	3.234251	-4.536389	0.001636327	0.007779355	1.019036	0.505503	0.583543	3.49942	5.18327	4.688881	6.277123	6.360119	5.855359
CHGA	-1.47984	1.47984	6.815497	-11.23829	2.17E-06	0.000113779264308	8.567522	11.939063	13.973731	18.259007	45.288527	64.467439	41.972908	58.253489	48.964719
NENF	1.478869	1.478869	6.298817	4.009481	0.003446213	0.01338112	24.369482	23.548485	42.891899	90.635806	10.472083	9.659941	7.502023	15.150329	8.714583
RPS15	1.476286	1.476286	10.63128	8.95039	1.31E-05	0.0002883657	344.431583	296.739307	601.717296	553.682189	61.086355	108.94761	111.665496	164.450024	124.996352
CLSTN2	1.476059	1.476059	3.201389	3.874582	0.004197079	0.015598797235863	14.471872	3.627636	4.25632	9.402694	0.461099	0.964495	0.93086	0.935926	0.817727
DIMT1	1.475083	1.475083	5.834812	4.791682	0.001157396	0.00602076	18.820816	42.467484	26.854832	31.431093	9.504287	8.794479	5.363963	4.784583	10.489474
RUNX1T1	-1.474572	1.474572	4.158503	-3.628416	0.006052981	0.02060506	2.195228	7.276457	4.802764	0.816197	7.902077	10.048461	9.659586	13.351658	11.177407
PDCD6	1.474088	1.474088	6.40294	4.400386	0.001975514	0.008929067	28.801359	41.377852	32.928475	65.878963	12.474124	15.681726	11.825741	13.874827	4.489207
APLP1	-1.47237790131055	1.47237790131055	6.92623236512769	-4.89189695889811	0.001012922774695	0.005450968067574	21.124581	9.706285	12.8449	11.399389	51.666432	55.667808	41.657493	56.70766	52.337501
INTU	1.472272	1.472272	3.766385	6.017329	0.0002497019	0.002009639	7.269274	9.415134	7.823939	11.807361	1.612917	1.904813	1.178536	0.832932	1.72379
BSPRY	-1.47205242803736	1.47205242803736	1.82208759943036	-9.42933836776439	8.71E-06	0.00023118151374	0.035087	0	0.045267	0	1.251817	1.393395	1.726966	1.975888	1.710411
PSD	-1.470977	1.470977	4.094719	-6.083861	0.0002310907	0.001895788	1.597339	0.881223	2.941742	3.838092	9.955718	6.482267	7.83615	11.027454	7.526477
SMAD3	1.470258	1.470258	3.271345	4.433965	0.001885263	0.008632319	5.885495	18.086105	20.60942	2.839697	0.77164	1.127119	1.481104	0.646876	1.258149
ZNF486	-1.470243	1.470243	3.140673	-5.656909	0.0003837099	0.002743779	1.350636	0.757901	0.620713	2.221052	4.575621	5.251365	7.15506	4.756702	5.017806
SPIN4	-1.469979	1.469979	3.95558	-4.453363	0.001835156	0.008479501	2.395438	4.261709	3.979928	0.952013	9.917575	8.315038	11.372517	6.213854	11.239217
EFNA3	1.469186	1.469186	2.42593	5.366252	0.0005495206	0.003555588	3.607961	3.359691	5.396271	7.378477	0.444067	0.108642	0.215421	0.308973	0.199036
C14orf39	-1.46889780269359	1.46889780269359	2.07874714098415	-8.88783563121759	1.38E-05	0.000298610927921	0.117613	0.230832	0	0	2.183532	1.37044	1.776506	1.498526	2.496678
CKMT1A	-1.468755	1.468755	4.168919	-6.718824	0.0001134219	0.001167665839694	2.404964	2.712568	2.159018	1.662093	11.22852	6.958623	7.437796	9.923566	7.822253
TTC9	-1.468737	1.468737	2.625626	-10.70673	3.19E-06	0.0001388977	0.787352	0.602098	0.669837	0.642167	3.306312	3.601616	3.725969	3.393928	3.566296
SLX1B	1.467009	1.467009	2.186106	3.161929	0.01237193	0.03540309	4.906379	0.878822	6.023571	8.886604	0.136981	0.203522	0.324325	0.242371	0.041351
SNRPC	-1.46643	1.46643	8.498377	-10.64803	3.33E-06	0.0001435237	25.122435	33.676339	27.496466	53.20377	118.700238	130.682593	132.569381	163.17461	132.883436
NBEAL2	-1.465905	1.465905	3.838178	-6.779107	0.0001062762	0.001116042	1.290635	3.114301	5.633151	1.510816	12.163017	8.049189	7.258953	10.233884	7.869268
ELOVL1	1.465366	1.465366	4.237675	9.076949	1.17E-05	0.0002736089	8.472217	14.428163	20.046067	14.546843	3.028238	2.457635	2.469256	3.353723	1.738033
CRLF3	1.464595	1.464595	4.268298	7.441098	5.34E-05	0.0007015207	6.915388	21.880739	14.426008	11.649375	1.754051	2.937353	2.328453	2.033172	2.944859
PLA2G12B	-1.463043	1.463043	1.459888	-8.353476	2.23E-05	0.0003995292	0	0	0	0	1.489418	1.349808	1.388277	1.46023	2.413046
SYTL1	-1.462845	1.462845	2.067569	-6.834167	0.00010018	0.001075861	0.147303	0	0.328739	0.929082	2.394246	2.024871	2.414225	2.89952	2.912315
ZNF764	1.462374	1.462374	2.060866	8.726756	1.59E-05	0.00032728	2.978556	2.806103	5.140362	4.253094	0.022522	0.033184	0.127486	0.053711	0.032832
DONSON	-1.462125	1.462125	6.091014	-7.503017	5.02E-05	0.0006757449	9.81914	10.720966	9.726315	7.100218	38.206317	31.658377	33.797755	30.033857	39.571594
TARBP1	1.461657	1.461657	4.787043	7.734592	3.99E-05	0.0005837951	10.135018	17.554136	19.171938	21.08127	4.292069	3.690734	3.462346	2.838864	3.74292
SUSD2	-1.461374	1.461374	2.134618	-7.475891	5.16E-05	0.0006872748	0.223011	0.851486	1.161567	0.100473	4.044366	2.243614	2.572796	3.313165	2.039169
ANKRD36	1.46057163323447	1.46057163323447	5.00272032897384	3.5898710369797	0.006414847807897	0.021565858990382	8.135444	43.523193	24.745729	10.133827	4.41959	4.321261	4.486964	1.828912	4.434876
LAMB2	1.459286	1.459286	3.992635	4.981881	0.000899748	0.005001755	7.262691	7.638602	11.621266	19.140408	2.19984	1.819963	1.388346	2.425698	1.661114
PCNXL3	-1.459268	1.459268	4.751547	-4.683735	0.001338341	0.006713069	4.008661	4.716739	10.638897	2.062317	14.948032	14.770286	14.791415	18.299835	13.862614
SYT4	1.458893	1.458893	2.455538	3.825754	0.004510298	0.01648065	1.104217	3.826253	2.943115	9.298524	0.011421	0	0.022474	0.070196	0.071738
TAS2R19	1.458615	1.458615	2.350035	7.17942	6.97E-05	0.0008372077	2.758137	3.557695	4.792587	5.244186	0.084743	0.186654	0.018568	0.153722	0.110716
PLOD1	1.458535	1.458535	4.884779	5.025432	0.0008499612	0.004787698	8.40714	14.75785	26.779505	33.107716	3.460862	4.759059	3.748789	4.673533	3.580603
COL4A1	1.458145	1.458145	4.383007	12.22865	1.10E-06	8.46E-05	12.53914	13.765214	22.472043	15.285657	3.430775	2.571762	2.85328	3.316285	3.17443
RAD51C	-1.457579	1.457579	6.234233	-8.975937	1.28E-05	0.0002852406	5.475334	15.417644	13.456628	8.656165	39.345866	42.165628	36.348205	32.785375	37.763016
RHEBL1	-1.45674	1.45674	1.711014	-7.089237	7.65E-05	0.0008860478	0.304872	0	0.489703	0	2.427012	1.293169	2.255378	1.987508	1.855022
PXMP4	-1.456608	1.456608	1.4982	-8.119503	2.76E-05	0.0004602745	0	0	0	0	1.282095	1.434279	1.807407	1.634031	1.608948
TIMM50	-1.456012	1.456012	6.674341	-4.312637	0.002234026	0.009784375	13.197031	6.015282	14.954444	25.527777	44.766695	46.313416	50.021137	61.606082	49.923783
ACOT11	-1.45600361932377	1.45600361932377	2.28750709700203	-8.97655558077788	1.28E-05	0.000285240642999	0.195944	0.29375	0.523352	0.797612	4.260947	2.182605	2.464487	3.548184	2.145475
